7	27	32	276	1
7	28	31	276	1
7	28	32	0	1
7	28	33	0	1
7	28	34	0	1
7	29	31	0	1
7	29	32	0	1
7	29	33	281	1
7	29	34	281	1
7	29	35	281	1
7	30	30	279	1
7	30	31	279	1
7	30	32	0	1
7	30	33	281	1
7	30	34	281	1
7	30	35	281	1
7	30	36	0	1
7	31	30	0	1
7	31	31	0	1
7	31	32	0	1
7	31	33	0	1
7	31	34	0	1
7	31	35	0	1
7	31	36	0	1
7	32	30	285	1
7	32	31	285	1
7	32	32	0	1
7	32	33	286	1
7	32	34	286	1
7	32	35	0	1
7	32	36	288	1
7	33	30	285	1
7	33	31	285	1
7	33	32	0	1
7	33	33	286	1
7	33	34	286	1
7	33	35	0	1
7	33	36	288	1
7	34	36	288	1
8	26	35	280	1
8	27	32	276	1
8	27	33	276	1
8	27	34	0	1
8	27	35	280	1
8	27	36	280	1
8	28	31	276	1
8	28	32	0	1
8	28	33	0	1
8	28	34	0	1
8	28	35	0	1
8	28	36	0	1
8	29	31	0	1
8	29	32	0	1
8	29	33	0	1
8	29	34	0	1
8	29	35	0	1
8	29	36	0	1
8	29	37	289	1
8	30	30	279	1
8	30	31	279	1
8	30	32	0	1
8	30	33	0	1
8	30	34	0	1
8	30	35	0	1
8	30	36	0	1
8	30	37	289	1
8	30	38	289	1
8	31	30	0	1
8	31	31	0	1
8	31	32	0	1
8	31	33	0	1
8	31	34	0	1
8	31	35	0	1
8	31	36	0	1
8	31	37	0	1
8	31	38	0	1
8	32	30	285	1
8	32	31	285	1
8	32	32	0	1
8	32	33	286	1
8	32	34	286	1
8	32	35	0	1
8	32	36	288	1
8	32	37	0	1
8	32	38	294	1
8	33	31	285	1
8	33	32	0	1
8	33	33	286	1
8	33	34	286	1
8	33	35	0	1
8	33	36	288	1
8	33	37	0	1
8	33	38	294	1
8	34	35	0	1
8	34	36	288	1
8	34	37	0	1
8	34	38	294	1
9	26	35	280	1
9	26	36	280	1
9	26	37	0	1
9	26	38	293	1
9	27	32	276	1
9	27	33	276	1
9	27	34	0	1
9	27	35	280	1
9	27	36	280	1
9	27	37	0	1
9	27	38	293	1
9	27	39	293	1
9	28	31	276	1
9	28	32	0	1
9	28	33	0	1
9	28	34	0	1
9	28	35	0	1
9	28	36	0	1
9	28	37	0	1
9	28	38	0	1
9	28	39	0	1
9	29	31	0	1
9	29	32	0	1
9	29	33	277	1
9	29	34	277	1
9	29	35	277	1
9	29	36	0	1
9	29	37	289	1
9	29	38	289	1
9	29	39	0	1
9	29	40	297	1
9	30	30	279	1
9	30	31	279	1
9	30	32	0	1
9	30	33	277	1
9	30	34	277	1
9	30	35	277	1
9	30	36	0	1
9	30	37	289	1
9	30	38	289	1
9	30	39	0	1
9	30	40	297	1
9	31	31	0	1
9	31	32	0	1
9	31	33	0	1
9	31	34	0	1
9	31	35	0	1
9	31	36	0	1
9	31	37	0	1
9	31	38	0	1
9	31	39	0	1
9	31	40	0	1
9	32	31	285	1
9	32	32	0	1
9	32	33	0	1
9	32	34	0	1
9	32	35	0	1
9	32	36	288	1
9	32	37	0	1
9	32	38	294	1
9	32	39	0	1
9	32	40	301	1
9	33	32	0	1
9	33	33	0	1
9	33	34	0	1
9	33	35	0	1
9	33	36	288	1
9	33	37	0	1
9	33	38	294	1
9	33	39	0	1
9	33	40	301	1
9	34	34	0	1
9	34	35	0	1
9	34	36	0	1
9	34	37	0	1
9	34	38	294	1
9	34	39	0	1
9	34	40	301	1
9	44	24	83	0
9	44	25	83	0
9	44	26	83	0
9	45	23	83	0
9	45	24	83	0
9	45	25	83	0
9	45	26	83	0
9	45	27	0	0
9	45	28	84	0
9	45	29	84	0
9	46	23	83	0
9	46	24	0	0
9	46	25	0	0
9	46	26	0	0
9	46	27	0	0
9	46	28	84	0
9	46	29	84	0
9	46	30	84	0
9	47	25	67	0
9	47	26	67	0
9	47	27	0	0
9	47	28	84	0
9	47	29	84	0
9	47	30	84	0
10	24	20	12	0
10	26	36	280	1
10	26	37	0	1
10	26	38	293	1
10	26	39	293	1
10	26	40	293	1
10	27	33	0	1
10	27	34	0	1
10	27	35	0	1
10	27	36	0	1
10	27	37	0	1
10	27	38	0	1
10	27	39	293	1
10	27	40	293	1
10	28	32	0	1
10	28	33	0	1
10	28	34	0	1
10	28	35	0	1
10	28	36	0	1
10	28	37	0	1
10	28	38	0	1
10	28	39	0	1
10	28	40	0	1
10	29	31	0	1
10	29	32	0	1
10	29	33	0	1
10	29	34	0	1
10	29	35	0	1
10	29	36	0	1
10	29	37	0	1
10	29	38	0	1
10	29	39	0	1
10	29	40	297	1
10	30	31	0	1
10	30	32	0	1
10	30	33	0	1
10	30	34	277	1
10	30	35	277	1
10	30	36	0	1
10	30	37	289	1
10	30	38	0	1
10	30	39	0	1
10	30	40	297	1
10	30	41	0	1
10	31	31	0	1
10	31	32	0	1
10	31	33	0	1
10	31	34	0	1
10	31	35	0	1
10	31	36	0	1
10	31	37	0	1
10	31	38	0	1
10	31	39	0	1
10	31	40	0	1
10	31	41	0	1
10	32	32	0	1
10	32	33	284	1
10	32	34	284	1
10	32	35	0	1
10	32	36	0	1
10	32	37	0	1
10	32	38	0	1
10	32	39	0	1
10	32	40	301	1
10	32	41	0	1
10	33	33	284	1
10	33	34	284	1
10	33	35	0	1
10	33	36	0	1
10	33	37	0	1
10	33	38	0	1
10	33	39	0	1
10	33	40	301	1
10	33	41	301	1
10	44	24	0	0
10	44	25	0	0
10	44	26	0	0
10	44	27	0	0
10	44	28	0	0
10	44	29	0	0
10	45	23	0	0
10	45	24	0	0
10	45	25	0	0
10	45	26	0	0
10	45	27	0	0
10	45	28	0	0
10	45	29	0	0
10	45	30	0	0
10	46	22	0	0
10	46	23	0	0
10	46	24	0	0
10	46	25	0	0
10	46	26	0	0
10	46	27	0	0
10	46	28	0	0
10	46	29	0	0
10	46	30	0	0
10	46	31	0	0
10	47	23	0	0
10	47	24	0	0
10	47	25	67	0
10	47	26	0	0
10	47	27	0	0
10	47	28	0	0
10	47	29	0	0
10	47	30	0	0
10	47	31	0	0
10	48	24	0	0
10	48	25	67	0
10	48	26	0	0
10	48	27	0	0
11	21	13	0	9
11	21	14	426	9
11	22	11	427	9
11	22	12	427	9
11	22	13	0	9
11	22	14	426	9
11	22	15	426	9
11	23	11	427	9
11	23	12	427	9
11	23	13	0	9
11	23	14	426	9
11	23	19	12	0
11	24	19	12	0
