x,y,z
19,24,7
19,24,8
19,24,23
19,24,24
19,24,25
19,24,26
19,25,5
19,25,6
19,25,7
19,25,23
19,25,24
19,25,25
19,25,26
19,25,35
19,25,36
19,25,37
19,25,38
19,26,5
19,26,6
19,26,23
19,26,24
19,26,25
19,26,35
19,26,36
19,26,37
19,26,38
19,27,6
19,27,23
19,27,24
19,27,36
19,27,37
19,27,38
19,28,23
19,28,24
19,28,36
19,28,37
19,29,23
19,29,24
19,29,25
19,29,36
19,30,23
19,30,24
19,30,25
19,30,26
19,31,24
19,40,38
19,40,39
19,40,40
19,41,38
19,41,39
19,41,40
19,41,41
19,41,42
19,41,43
19,41,44
19,41,45
19,41,46
19,41,47
19,42,37
19,42,38
19,42,39
19,42,40
19,42,41
19,42,45
19,42,46
19,43,28
19,43,29
19,44,26
19,44,27
19,44,28
19,44,29
19,45,25
19,45,26
19,45,27
19,45,28
19,45,29
19,46,24
19,46,25
19,46,26
19,46,27
19,46,28
19,46,29
19,47,24
19,47,25
19,47,26
19,47,27
19,47,28
19,48,23
19,48,24
19,48,25
19,48,26
19,48,27
19,48,28
19,49,23
19,49,24
19,49,25
19,49,26
19,49,27
19,49,28
19,50,22
19,50,23
19,50,24
19,50,25
19,50,26
19,50,27
19,50,28
19,51,23
19,51,24
19,51,25
19,51,26
19,51,27
19,51,28
19,51,32
19,52,23
19,52,24
19,52,25
19,52,26
19,52,27
19,52,31
19,52,32
19,52,33
19,52,34
19,53,24
19,53,25
19,53,30
19,53,31
19,53,32
19,53,33
19,53,34
19,53,35
19,54,29
19,54,30
19,54,31
19,54,32
19,54,33
19,54,34
19,54,35
19,55,27
19,55,28
19,55,29
19,55,30
19,55,31
19,55,32
19,55,33
19,55,34
19,55,35
19,56,27
19,56,28
19,56,29
19,56,30
19,56,31
19,56,32
19,56,33
19,56,34
19,56,35
19,56,36
19,57,24
19,57,25
19,57,26
19,57,27
19,57,28
19,57,29
19,57,30
19,57,31
19,57,32
19,57,33
19,57,34
19,57,35
19,57,36
19,58,29
19,58,30
19,58,31
19,58,32
19,58,33
19,58,34
19,58,35
19,58,36
19,59,30
19,59,31
19,59,32
19,59,33
19,59,34
19,59,35
19,59,36
19,60,30
19,60,31
19,60,32
19,60,33
19,60,34
19,60,35
19,60,36
19,61,31
19,61,32
19,61,33
19,61,34
19,62,31
19,62,32
19,62,33
20,17,23
20,18,22
20,18,23
20,19,22
20,19,23
20,19,44
20,20,23
20,20,24
20,20,25
20,20,26
20,20,45
20,21,24
20,21,25
20,21,26
20,21,27
20,22,5
20,22,6
20,22,7
20,22,8
20,22,25
20,22,26
20,22,27
20,23,5
20,23,6
20,23,7
20,23,8
20,23,26
20,23,27
20,23,35
20,23,36
20,24,5
20,24,6
20,24,7
20,24,8
20,24,26
20,24,27
20,24,28
20,24,35
20,24,36
20,24,37
20,24,38
20,25,5
20,25,6
20,25,7
20,25,8
20,25,25
20,25,26
20,25,27
20,25,36
20,25,37
20,25,38
20,26,5
20,26,6
20,26,25
20,26,26
20,26,36
20,26,37
20,26,38
20,27,6
20,27,24
20,27,25
20,27,36
20,27,37
20,27,38
20,28,24
20,28,25
20,28,37
20,29,25
20,29,26
20,30,25
20,30,26
20,31,26
20,40,38
20,40,39
20,41,38
20,41,39
20,41,40
20,41,41
20,41,42
20,41,43
20,41,44
20,41,45
20,41,46
20,41,47
20,42,38
20,42,39
20,42,40
20,42,41
20,42,42
20,42,43
20,42,44
20,42,45
20,42,46
20,42,47
20,43,29
20,43,46
20,43,47
20,45,28
20,46,26
20,46,27
20,46,28
20,47,25
20,47,26
20,47,27
20,47,28
20,48,24
20,48,25
20,48,26
20,48,27
20,48,28
20,49,24
20,49,25
20,49,26
20,49,27
20,49,28
20,50,23
20,50,24
20,50,25
20,50,26
20,50,27
20,50,28
20,50,33
20,51,23
20,51,24
20,51,25
20,51,26
20,51,27
20,51,33
20,52,23
20,52,24
20,52,25
20,52,26
20,52,32
20,52,33
20,53,24
20,53,31
20,53,32
20,53,33
20,54,31
20,54,32
20,54,33
20,54,34
20,55,29
20,55,30
20,55,31
20,55,32
20,55,33
20,55,34
20,56,28
20,56,29
20,56,30
20,56,31
20,56,32
20,56,33
20,56,34
20,56,35
20,57,28
20,57,29
20,57,30
20,57,31
20,57,32
20,57,33
20,57,34
20,57,35
20,58,29
20,58,30
20,58,31
20,58,32
20,58,33
20,58,34
20,58,35
20,59,20
20,59,30
20,59,31
20,59,32
20,59,33
20,59,34
20,59,35
20,59,36
20,60,20
20,60,31
20,60,32
20,60,33
20,60,34
20,60,35
20,60,36
20,61,31
20,61,32
20,61,33
20,61,34
20,62,32
20,62,33
20,62,34
21,16,23
21,16,24
21,17,23
21,17,24
21,18,23
21,18,24
21,18,25
21,18,26
21,18,27
21,18,44
21,19,23
21,19,24
21,19,25
21,19,26
21,19,27
21,19,44
21,19,45
21,22,7
21,22,8
21,22,34
21,22,35
21,22,36
21,22,37
21,22,38
21,23,6
21,23,7
21,23,8
21,23,37
21,23,38
21,23,39
21,24,6
21,24,7
21,24,8
21,24,37
21,24,38
21,25,27
21,25,28
21,25,37
21,25,38
21,26,26
21,26,27
21,26,28
21,26,37
21,26,38
21,27,5
21,27,26
21,27,38
21,28,5
21,28,26
21,29,26
21,29,27
21,30,26
21,30,27
21,30,28
21,31,27
21,31,28
21,34,8
21,41,39
21,41,40
21,41,46
21,41,47
21,41,48
21,42,39
21,42,42
21,42,45
21,42,46
21,42,47
21,43,44
21,43,45
21,43,46
21,43,47
21,44,46
21,44,47
21,46,28
21,47,27
21,48,25
21,48,26
21,48,27
21,49,25
21,49,26
21,50,24
21,50,25
21,50,26
21,51,24
21,53,32
21,54,31
21,54,32
21,54,33
21,55,30
21,55,31
21,55,32
21,55,33
21,56,29
21,56,30
21,56,31
21,56,32
21,56,33
21,57,28
21,57,29
21,57,30
21,57,31
21,57,32
21,57,33
21,57,34
21,58,21
21,58,30
21,58,31
21,58,32
21,58,33
21,58,34
21,59,20
21,59,21
21,59,31
21,59,32
21,59,33
21,59,34
21,60,20
21,60,32
21,60,33
21,60,34
21,60,35
21,61,32
21,61,33
21,61,34
21,61,35
21,62,33
21,62,34
22,8,26
22,9,27
22,11,14
22,15,24
22,16,5
22,16,23
22,16,24
22,16,25
22,16,26
22,17,5
22,17,6
22,17,23
22,17,24
22,17,25
22,17,26
22,17,44
22,18,5
22,18,6
22,18,7
22,18,23
22,18,24
22,18,25
22,18,43
22,18,44
22,19,6
22,19,7
22,19,43
22,19,44
22,19,45
22,19,46
22,20,7
22,20,36
22,20,37
22,20,38
22,21,35
22,21,36
22,21,37
22,21,38
22,22,35
22,22,36
22,22,37
22,22,38
22,22,39
22,23,37
22,23,38
22,23,39
22,24,38
22,24,39
22,25,39
22,26,28
22,26,39
22,28,26
22,29,26
22,29,27
22,30,5
22,30,27
22,30,28
22,31,28
22,32,29
22,34,7
22,34,8
22,35,8
22,40,39
22,41,39
22,41,40
22,42,39
22,42,46
22,42,47
22,43,44
22,43,45
22,43,46
22,43,47
22,44,44
22,44,45
22,44,46
22,44,47
22,45,46
22,50,25
22,54,32
22,55,31
22,55,32
22,55,33
22,56,30
22,56,31
22,56,32
22,56,33
22,57,21
22,57,28
22,57,29
22,57,30
22,57,31
22,57,32
22,57,33
22,58,20
22,58,21
22,58,30
22,58,31
22,58,32
22,58,33
22,59,20
22,59,21
22,59,32
22,59,33
22,60,20
23,7,24
23,7,25
23,8,25
23,8,26
23,8,27
23,9,27
23,9,28
23,11,14
23,11,15
23,12,15
23,16,5
23,16,23
23,16,24
23,17,5
23,17,6
23,17,44
23,18,5
23,18,6
23,18,7
23,18,43
23,18,44
23,18,45
23,19,6
23,19,7
23,19,38
23,19,42
23,19,43
23,19,44
23,19,45
23,19,46
23,20,36
23,20,37
23,20,38
23,20,39
23,20,40
23,20,41
23,20,42
23,20,43
23,20,45
23,21,36
23,21,37
23,21,38
23,21,39
23,21,40
23,21,41
23,21,42
23,22,36
23,22,37
23,22,38
23,22,39
23,22,40
23,22,41
23,23,39
23,23,40
23,24,40
23,27,40
23,28,39
23,29,27
23,29,38
23,29,39
23,30,5
23,30,27
23,30,28
23,30,38
23,30,39
23,31,5
23,31,6
23,31,28
23,31,29
23,31,38
23,32,5
23,32,6
23,32,29
23,32,30
23,32,38
23,33,6
23,33,7
23,33,29
23,33,30
23,34,7
23,34,8
23,34,9
23,34,30
23,34,31
23,35,8
23,35,30
23,35,31
23,35,32
23,36,30
23,36,31
23,36,32
23,37,31
23,37,32
23,38,31
23,38,32
23,39,31
23,39,32
23,40,31
23,40,32
23,40,40
23,41,31
23,41,32
23,41,40
23,41,41
23,41,42
23,41,45
23,42,31
23,42,32
23,42,40
23,42,41
23,42,42
23,42,43
23,42,44
23,42,45
23,42,46
23,43,30
23,43,31
23,43,32
23,43,43
23,43,44
23,43,45
23,43,46
23,43,47
23,44,30
23,44,31
23,44,44
23,44,45
23,44,46
23,44,47
23,44,48
23,45,29
23,45,30
23,45,31
23,45,45
23,45,46
23,45,47
23,46,29
23,46,30
23,47,29
23,47,30
23,48,29
23,49,28
23,50,26
23,50,27
23,51,24
23,54,33
23,55,33
23,56,32
23,56,33
23,57,31
23,57,32
23,58,20
23,58,29
23,58,30
23,58,31
23,58,32
23,59,20
23,59,21
23,59,22
23,60,20
24,8,25
24,8,26
24,8,27
24,9,27
24,9,28
24,11,14
24,11,15
24,11,16
24,12,14
24,12,15
24,12,16
24,17,5
24,17,44
24,18,43
24,18,44
24,18,45
24,19,40
24,19,41
24,19,42
24,19,43
24,19,44
24,19,45
24,19,46
24,20,37
24,20,38
24,20,39
24,20,40
24,20,41
24,20,42
24,20,43
24,20,44
24,20,45
24,20,46
24,21,37
24,21,38
24,21,39
24,21,40
24,21,41
24,21,42
24,22,38
24,22,39
24,22,40
24,22,41
24,22,42
24,23,39
24,23,40
24,23,41
24,24,39
24,24,40
24,25,40
24,26,39
24,26,40
24,28,38
24,29,4
24,29,5
24,29,27
24,29,37
24,29,38
24,30,4
24,30,5
24,30,6
24,30,7
24,30,27
24,30,28
24,30,36
24,30,37
24,30,38
24,31,4
24,31,5
24,31,6
24,31,7
24,31,28
24,31,29
24,31,36
24,31,37
24,31,38
24,32,5
24,32,6
24,32,7
24,32,29
24,32,30
24,32,36
24,32,37
24,32,38
24,33,6
24,33,7
24,33,29
24,33,30
24,33,36
24,33,37
24,33,38
24,34,8
24,34,9
24,34,30
24,34,31
24,35,30
24,35,31
24,35,32
24,36,30
24,36,31
24,36,32
24,36,37
24,37,29
24,37,30
24,37,31
24,37,32
24,38,29
24,38,30
24,38,31
24,38,32
24,38,33
24,39,29
24,39,30
24,39,31
24,39,32
24,39,33
24,40,30
24,40,31
24,40,32
24,40,33
24,40,41
24,40,42
24,40,43
24,41,31
24,41,32
24,41,41
24,41,42
24,41,43
24,41,44
24,41,45
24,41,46
24,41,47
24,42,31
24,42,32
24,42,40
24,42,41
24,42,42
24,42,43
24,42,44
24,42,45
24,42,46
24,42,47
24,42,48
24,43,31
24,43,32
24,43,41
24,43,42
24,43,43
24,43,44
24,43,45
24,43,46
24,43,47
24,43,48
24,44,30
24,44,31
24,44,32
24,44,42
24,44,43
24,44,44
24,44,45
24,44,46
24,44,47
24,44,48
24,45,30
24,45,31
24,45,44
24,45,45
24,45,46
24,45,47
24,45,48
24,46,30
24,46,31
24,47,29
24,47,30
24,48,29
24,48,30
24,49,16
24,49,17
24,49,28
24,50,17
24,50,18
24,50,27
24,50,28
24,51,24
24,51,25
24,51,26
24,55,33
24,56,33
24,57,31
24,57,32
25,11,13
25,11,14
25,11,15
25,11,16
25,12,14
25,12,15
25,12,16
25,13,15
25,17,44
25,18,43
25,18,44
25,18,45
25,19,40
25,19,41
25,19,42
25,19,43
25,19,44
25,19,45
25,19,46
25,20,40
25,20,41
25,20,42
25,20,43
25,20,44
25,20,45
25,20,46
25,21,40
25,21,41
25,21,42
25,21,43
25,22,41
25,22,42
25,28,3
25,29,4
25,29,5
25,29,17
25,29,27
25,30,4
25,30,5
25,30,6
25,30,7
25,30,16
25,30,17
25,30,27
25,30,28
25,31,4
25,31,5
25,31,6
25,31,7
25,31,16
25,31,17
25,31,28
25,31,29
25,32,4
25,32,5
25,32,6
25,32,7
25,32,29
25,33,6
25,33,7
25,33,29
25,33,30
25,34,30
25,35,30
25,35,31
25,36,30
25,36,31
25,36,32
25,37,29
25,37,30
25,37,31
25,37,32
25,38,29
25,38,30
25,38,31
25,38,32
25,39,29
25,39,30
25,39,31
25,39,32
25,39,43
25,40,28
25,40,29
25,40,30
25,40,31
25,40,32
25,40,42
25,40,43
25,40,44
25,40,45
25,40,46
25,41,31
25,41,32
25,41,42
25,41,43
25,41,44
25,41,45
25,41,46
25,41,47
25,41,48
25,42,31
25,42,32
25,42,41
25,42,42
25,42,43
25,42,44
25,42,45
25,42,46
25,42,47
25,42,48
25,43,31
25,43,32
25,43,40
25,43,41
25,43,42
25,43,43
25,43,44
25,43,45
25,43,46
25,43,47
25,43,48
25,43,49
25,44,31
25,44,32
25,44,36
25,44,37
25,44,38
25,44,39
25,44,40
25,44,41
25,44,42
25,44,43
25,44,44
25,44,45
25,44,46
25,44,47
25,44,48
25,45,31
25,45,32
25,45,35
25,45,36
25,45,37
25,45,38
25,45,39
25,45,40
25,45,41
25,45,42
25,45,43
25,45,44
25,45,45
25,45,46
25,45,47
25,45,48
25,46,30
25,46,31
25,46,35
25,46,36
25,46,37
25,46,38
25,46,39
25,46,40
25,46,41
25,46,46
25,46,47
25,47,30
25,47,35
25,47,36
25,47,37
25,47,38
25,47,39
25,48,29
25,48,30
25,48,34
25,48,35
25,48,36
25,48,37
25,49,28
25,49,29
25,49,33
25,49,34
25,49,35
25,49,36
25,50,27
25,50,28
25,50,35
25,51,24
25,51,25
25,51,26
26,10,17
26,11,14
26,11,15
26,11,16
26,11,17
26,12,14
26,12,15
26,12,16
26,13,15
26,18,44
26,18,45
26,19,41
26,19,42
26,19,43
26,19,44
26,19,45
26,19,46
26,20,42
26,20,43
26,28,3
26,28,18
26,28,19
26,29,4
26,29,5
26,29,17
26,29,18
26,29,19
26,30,4
26,30,5
26,30,6
26,30,16
26,30,17
26,30,18
26,30,19
26,30,27
26,30,28
26,31,4
26,31,5
26,31,6
26,31,16
26,31,17
26,31,18
26,31,28
26,31,29
26,32,4
26,32,5
26,32,6
26,32,17
26,32,29
26,33,5
26,33,6
26,33,29
26,33,30
26,34,30
26,35,30
26,35,31
26,36,30
26,36,31
26,37,30
26,37,31
26,37,32
26,38,29
26,38,30
26,38,31
26,38,32
26,39,29
26,39,30
26,39,31
26,39,32
26,40,28
26,40,29
26,40,30
26,40,31
26,40,32
26,40,43
26,40,44
26,40,45
26,40,46
26,40,47
26,40,48
26,41,28
26,41,29
26,41,30
26,41,31
26,41,32
26,41,42
26,41,43
26,41,44
26,41,45
26,41,46
26,41,47
26,41,48
26,41,49
26,42,31
26,42,32
26,42,42
26,42,43
26,42,44
26,42,45
26,42,46
26,42,47
26,42,48
26,42,49
26,43,31
26,43,32
26,43,41
26,43,42
26,43,43
26,43,44
26,43,45
26,43,46
26,43,47
26,43,48
26,43,49
26,44,31
26,44,32
26,44,37
26,44,38
26,44,39
26,44,40
26,44,41
26,44,42
26,44,43
26,44,44
26,44,45
26,44,46
26,44,47
26,44,48
26,45,31
26,45,35
26,45,36
26,45,37
26,45,38
26,45,39
26,45,40
26,45,41
26,45,42
26,45,43
26,45,44
26,45,45
26,45,46
26,45,47
26,45,48
26,46,31
26,46,34
26,46,35
26,46,36
26,46,37
26,46,38
26,46,39
26,46,40
26,46,41
26,46,42
26,46,46
26,46,47
26,47,30
26,47,33
26,47,34
26,47,35
26,47,36
26,47,37
26,47,38
26,47,39
26,47,40
26,47,41
26,48,29
26,48,30
26,48,34
26,48,35
26,48,36
26,48,37
26,48,38
26,48,39
26,48,40
26,49,28
26,49,29
26,50,25
26,50,26
26,50,27
26,50,28
26,51,24
27,8,25
27,8,26
27,9,19
27,9,20
27,10,17
27,10,18
27,10,19
27,11,14
27,11,15
27,11,16
27,11,17
27,11,18
27,12,14
27,12,15
27,12,16
27,12,17
27,13,15
27,13,16
27,14,15
27,14,16
27,28,18
27,28,19
27,28,20
27,29,3
27,29,17
27,29,18
27,29,19
27,29,20
27,30,4
27,30,17
27,30,18
27,30,19
27,30,20
27,31,4
27,31,27
27,31,28
27,32,28
27,32,29
27,33,4
27,33,5
27,33,29
27,33,30
27,34,29
27,34,30
27,34,31
27,35,30
27,35,31
27,36,30
27,36,31
27,36,32
27,37,14
27,37,30
27,37,31
27,37,32
27,38,14
27,38,15
27,38,16
27,38,29
27,38,30
27,38,31
27,39,14
27,39,15
27,39,29
27,39,30
27,40,14
27,40,15
27,40,28
27,40,29
27,40,30
27,40,44
27,40,45
27,40,46
27,40,47
27,40,48
27,41,15
27,41,28
27,41,29
27,41,30
27,41,43
27,41,44
27,41,45
27,41,46
27,41,47
27,41,48
27,41,49
27,42,15
27,42,42
27,42,43
27,42,44
27,42,45
27,42,46
27,42,47
27,42,48
27,42,49
27,43,16
27,43,41
27,43,42
27,43,43
27,43,44
27,43,45
27,43,46
27,43,47
27,43,48
27,44,16
27,44,38
27,44,39
27,44,40
27,44,41
27,44,42
27,44,43
27,44,44
27,44,45
27,44,46
27,44,47
27,44,48
27,45,36
27,45,37
27,45,38
27,45,39
27,45,40
27,45,41
27,45,42
27,45,43
27,45,44
27,45,45
27,45,46
27,45,47
27,46,35
27,46,36
27,46,37
27,46,38
27,46,39
27,46,40
27,46,41
27,46,42
27,46,43
27,47,34
27,47,35
27,47,36
27,47,37
27,47,38
27,47,39
27,47,40
27,47,41
27,47,42
27,48,28
27,48,29
27,48,34
27,48,35
27,48,36
27,48,37
27,48,38
27,48,39
27,48,40
27,48,41
27,49,26
27,49,27
27,49,28
27,49,35
27,49,36
27,49,38
27,49,39
27,49,40
27,50,24
27,50,25
27,50,26
27,51,27
27,52,24
28,9,20
28,9,21
28,9,22
28,9,23
28,9,24
28,9,25
28,9,26
28,9,27
28,10,17
28,10,18
28,10,19
28,10,20
28,10,21
28,11,14
28,11,15
28,11,16
28,11,17
28,11,18
28,11,19
28,12,14
28,12,15
28,12,16
28,12,17
28,13,14
28,13,15
28,13,16
28,14,14
28,14,15
28,14,16
28,15,15
28,15,16
28,16,15
28,16,16
28,17,16
28,27,11
28,27,12
28,27,13
28,27,14
28,28,10
28,28,11
28,28,12
28,28,13
28,28,14
28,28,19
28,28,20
28,29,18
28,29,19
28,29,20
28,29,21
28,30,3
28,31,4
28,31,27
28,31,28
28,32,26
28,32,27
28,32,28
28,33,5
28,33,27
28,33,28
28,33,29
28,33,30
28,34,28
28,34,29
28,34,30
28,34,31
28,35,29
28,35,30
28,35,31
28,36,29
28,36,30
28,36,31
28,37,14
28,37,29
28,37,30
28,37,31
28,38,13
28,38,14
28,38,15
28,38,16
28,38,29
28,38,30
28,38,31
28,39,13
28,39,14
28,39,17
28,39,29
28,39,30
28,40,14
28,40,28
28,40,29
28,40,30
28,40,44
28,40,45
28,40,46
28,40,47
28,40,48
28,41,14
28,41,15
28,41,28
28,41,29
28,41,30
28,41,43
28,41,44
28,41,45
28,41,46
28,41,47
28,41,48
28,41,49
28,42,14
28,42,15
28,42,29
28,42,42
28,42,43
28,42,44
28,42,45
28,42,46
28,42,47
28,42,48
28,42,49
28,43,41
28,43,42
28,43,43
28,43,44
28,43,45
28,43,46
28,43,47
28,43,48
28,44,39
28,44,40
28,44,41
28,44,42
28,44,43
28,44,44
28,44,45
28,44,46
28,44,47
28,45,29
28,45,37
28,45,38
28,45,39
28,45,40
28,45,41
28,45,42
28,45,43
28,45,44
28,45,45
28,45,46
28,46,29
28,46,35
28,46,36
28,46,37
28,46,38
28,46,39
28,46,40
28,46,41
28,46,42
28,46,43
28,46,44
28,47,27
28,47,28
28,47,30
28,47,34
28,47,35
28,47,36
28,47,37
28,47,38
28,47,39
28,47,40
28,47,41
28,47,42
28,47,43
28,48,26
28,48,27
28,48,28
28,48,29
28,48,34
28,48,35
28,48,36
28,48,37
28,48,38
28,48,39
28,48,40
28,48,41
28,48,42
28,49,25
28,49,26
28,49,34
28,49,35
28,49,36
28,49,37
28,49,38
28,49,39
28,49,40
28,49,41
28,50,24
28,51,24
28,51,27
29,9,19
29,9,20
29,9,21
29,9,22
29,9,23
29,9,24
29,9,25
29,9,26
29,9,27
29,9,28
29,10,17
29,10,18
29,10,19
29,10,20
29,10,21
29,10,22
29,11,14
29,11,15
29,11,16
29,11,17
29,11,18
29,11,19
29,12,13
29,12,14
29,12,15
29,12,16
29,12,17
29,13,13
29,13,14
29,13,15
29,13,16
29,13,17
29,14,13
29,14,14
29,14,15
29,14,16
29,14,17
29,15,13
29,15,14
29,15,15
29,15,16
29,15,17
29,16,14
29,16,15
29,16,16
29,16,17
29,17,15
29,17,16
29,17,17
29,27,9
29,27,10
29,27,11
29,27,12
29,27,13
29,27,14
29,27,20
29,27,21
29,28,9
29,28,10
29,28,11
29,28,12
29,28,13
29,28,14
29,28,19
29,28,20
29,28,21
29,29,12
29,29,13
29,29,20
29,29,21
29,30,3
29,30,22
29,31,23
29,31,24
29,31,25
29,32,24
29,32,25
29,32,26
29,33,25
29,33,26
29,33,27
29,33,28
29,33,29
29,34,26
29,34,27
29,34,28
29,34,29
29,34,30
29,34,31
29,35,27
29,35,28
29,35,29
29,35,30
29,35,31
29,36,28
29,36,29
29,36,30
29,36,31
29,36,32
29,37,14
29,37,28
29,37,29
29,37,30
29,37,31
29,37,32
29,38,13
29,38,14
29,38,15
29,38,29
29,38,30
29,38,31
29,38,32
29,39,13
29,39,29
29,39,30
29,39,31
29,39,32
29,40,13
29,40,14
29,40,28
29,40,29
29,40,30
29,40,32
29,40,44
29,40,45
29,40,46
29,40,47
29,41,13
29,41,14
29,41,27
29,41,28
29,41,29
29,41,30
29,41,43
29,41,44
29,41,45
29,41,46
29,41,47
29,42,14
29,42,15
29,42,27
29,42,28
29,42,29
29,42,42
29,42,43
29,42,44
29,42,45
29,42,46
29,42,47
29,43,26
29,43,27
29,43,41
29,43,42
29,43,43
29,43,44
29,43,45
29,43,46
29,44,25
29,44,26
29,44,40
29,44,41
29,44,42
29,44,43
29,44,44
29,44,45
29,45,25
29,45,31
29,45,38
29,45,39
29,45,40
29,45,41
29,45,42
29,45,43
29,45,44
29,46,25
29,46,31
29,46,37
29,46,38
29,46,39
29,46,40
29,46,41
29,46,42
29,46,43
29,47,25
29,47,30
29,47,31
29,47,35
29,47,36
29,47,37
29,47,38
29,47,39
29,47,40
29,47,41
29,47,42
29,47,43
29,48,25
29,48,30
29,48,35
29,48,36
29,48,37
29,48,38
29,48,39
29,48,40
29,48,41
29,48,42
29,49,24
29,49,29
29,49,39
29,49,40
29,50,24
29,50,28
29,51,27
30,8,23
30,8,24
30,8,25
30,8,26
30,11,14
30,11,15
30,11,16
30,12,13
30,12,14
30,12,15
30,12,16
30,13,12
30,13,13
30,13,14
30,13,15
30,13,16
30,13,17
30,14,12
30,14,13
30,14,14
30,14,15
30,14,16
30,14,17
30,15,8
30,15,12
30,15,13
30,15,14
30,15,15
30,15,16
30,15,17
30,16,7
30,16,8
30,16,12
30,16,13
30,16,14
30,16,15
30,16,16
30,16,17
30,17,14
30,17,15
30,17,16
30,17,17
30,18,15
30,18,16
30,18,17
30,27,9
30,27,10
30,27,11
30,27,12
30,27,13
30,27,14
30,27,20
30,27,21
30,28,9
30,28,10
30,28,11
30,28,12
30,28,13
30,28,14
30,28,20
30,28,21
30,29,12
30,29,13
30,29,20
30,29,21
30,30,22
30,31,24
30,31,25
30,32,5
30,32,25
30,32,26
30,33,26
30,33,27
30,33,28
30,33,29
30,34,26
30,34,27
30,34,28
30,34,29
30,34,30
30,34,31
30,35,27
30,35,28
30,35,29
30,35,30
30,35,31
30,36,28
30,36,29
30,36,30
30,36,31
30,36,32
30,37,28
30,37,29
30,37,30
30,37,31
30,37,32
30,38,13
30,38,14
30,38,15
30,38,29
30,38,30
30,38,31
30,38,32
30,39,13
30,39,29
30,39,30
30,39,31
30,39,32
30,40,13
30,40,14
30,40,28
30,40,29
30,40,30
30,40,32
30,41,13
30,41,14
30,41,17
30,41,27
30,41,28
30,41,29
30,41,45
30,42,14
30,42,15
30,42,27
30,42,28
30,42,29
30,42,44
30,43,14
30,43,26
30,43,27
30,43,32
30,43,41
30,43,42
30,43,43
30,44,25
30,44,26
30,44,32
30,44,40
30,44,41
30,44,42
30,44,43
30,45,25
30,45,31
30,45,32
30,45,39
30,45,40
30,45,41
30,45,42
30,46,25
30,46,31
30,46,32
30,46,38
30,46,39
30,46,40
30,46,41
30,47,25
30,47,30
30,47,31
30,47,39
30,47,40
30,48,24
30,48,30
30,49,24
30,49,29
30,50,24
30,50,28
30,51,27
31,11,14
31,11,15
31,12,13
31,12,14
31,12,15
31,13,13
31,13,14
31,13,15
31,13,16
31,14,12
31,14,13
31,14,14
31,14,15
31,14,16
31,14,17
31,15,12
31,15,13
31,15,14
31,15,15
31,15,16
31,15,17
31,16,7
31,16,8
31,16,12
31,16,13
31,16,14
31,16,15
31,16,16
31,16,17
31,17,13
31,17,14
31,17,15
31,17,16
31,17,17
31,18,15
31,18,16
31,18,17
31,19,17
31,27,9
31,27,10
31,27,11
31,27,12
31,27,13
31,27,14
31,27,20
31,28,9
31,28,10
31,28,11
31,28,12
31,28,13
31,28,14
31,28,19
31,28,20
31,29,20
31,29,21
31,31,27
31,31,28
31,32,26
31,32,27
31,32,28
31,33,27
31,33,28
31,33,29
31,33,30
31,34,28
31,34,29
31,34,30
31,34,31
31,35,29
31,35,30
31,35,31
31,36,29
31,36,30
31,36,31
31,37,30
31,37,31
31,37,32
31,38,13
31,38,14
31,38,15
31,38,16
31,38,30
31,38,31
31,38,32
31,39,13
31,39,14
31,39,29
31,39,30
31,40,14
31,40,29
31,40,30
31,41,14
31,41,28
31,41,29
31,42,14
31,42,15
31,42,28
31,43,14
31,43,15
31,44,40
31,44,41
31,45,28
31,45,31
31,46,25
31,46,26
31,46,27
31,46,31
31,47,25
31,47,26
31,47,30
31,47,31
31,48,25
31,48,26
31,48,30
31,49,29
31,50,24
31,51,27
32,11,14
32,12,13
32,12,14
32,13,13
32,13,14
32,13,15
32,14,13
32,14,14
32,14,15
32,14,16
32,15,13
32,15,14
32,15,15
32,15,16
32,16,13
32,16,14
32,16,15
32,16,16
32,16,17
32,17,13
32,17,14
32,17,15
32,17,16
32,17,17
32,18,14
32,18,15
32,18,16
32,18,17
32,19,15
32,19,16
32,19,17
32,27,12
32,27,13
32,28,11
32,28,12
32,28,13
32,28,19
32,28,20
32,29,19
32,29,20
32,31,27
32,31,28
32,32,5
32,32,29
32,33,29
32,33,30
32,34,4
32,34,5
32,34,30
32,34,31
32,35,30
32,35,31
32,36,30
32,36,31
32,37,30
32,37,31
32,38,14
32,38,15
32,38,16
32,38,30
32,38,31
32,39,14
32,39,29
32,39,30
32,40,14
32,40,29
32,40,30
32,41,14
32,41,29
32,41,30
32,42,14
32,42,15
32,43,15
32,43,16
32,44,40
32,44,41
32,45,37
32,45,38
32,45,39
32,46,29
32,46,36
32,47,28
32,48,26
32,48,27
32,48,28
32,49,25
32,49,29
32,50,24
33,7,26
33,7,27
33,8,27
33,14,14
33,14,15
33,15,14
33,15,15
33,16,6
33,16,14
33,16,15
33,16,16
33,17,15
33,17,16
33,18,15
33,18,16
33,19,16
33,28,3
33,28,19
33,29,4
33,29,5
33,29,18
33,29,19
33,30,4
33,30,5
33,30,6
33,30,27
33,30,28
33,31,5
33,31,6
33,31,28
33,31,29
33,32,4
33,32,5
33,32,6
33,32,29
33,32,30
33,33,3
33,33,4
33,33,5
33,33,30
33,34,4
33,34,5
